SalePrice,Id
195052.55,2016
195777.22,2017
117004.43,2018
126549.45,2019
108236.12,2020
105826.79,2021
170054.42,2022
139452.17,2023
234985.92,2024
359230.3,2025
168614.1,2026
157940.03,2027
143010.64,2028
172372.14,2029
274168.28,2030
259547.67,2031
296892.84,2032
282208.97,2033
161570.56,2034
212734.6,2035
186734.83,2036
201979.19,2037
312980.4,2038
222364.62,2039
354692.7,2040
274984.25,2041
204996.42,2042
169511.2,2043
173526.77,2044
209466.69,2045
125375.14,2046
143971.58,2047
132811.72,2048
135544.1,2049
187611.4,2050
120503.88,2051
128826.71,2052
147420.31,2053
92116.57,2054
164159.95,2055
137283.55,2056
104918.01,2057
226556.2,2058
131318.14,2059
165411.34,2060
173920.75,2061
131538.19,2062
114265.34,2063
134675.95,2064
116886.26,2065
168017.52,2066
128598.914,2067
100013.99,2068
97012.234,2069
114694.07,2070
98397.74,2071
130141.86,2072
132110.98,2073
185626.8,2074
144405.64,2075
120231.3,2076
159336.34,2077
126393.21,2078
131524.6,2079
112669.5,2080
121501.05,2081
125356.83,2082
136518.19,2083
108598.49,2084
117912.2,2085
122369.9,2086
111260.945,2087
93145.445,2088
74128.92,2089
131493.02,2090
122145.71,2091
132731.64,2092
124941.31,2093
110811.63,2094
158853.56,2095
85414.13,2096
82530.04,2097
160057.92,2098
64620.32,2099
94475.68,2100
105262.73,2101
125107.38,2102
97320.72,2103
121912.445,2104
129429.99,2105
67626.055,2106
229264.27,2107
111455.766,2108
110539.18,2109
133918.9,2110
149629.75,2111
138723.12,2112
119137.58,2113
109128.57,2114
168900.58,2115
127414.97,2116
149232.89,2117
120809.02,2118
103083.266,2119
117723.805,2120
108140.78,2121
107036.77,2122
92025.195,2123
176383.53,2124
122829.31,2125
137285.25,2126
175036.22,2127
132178.44,2128
104093.98,2129
147584.16,2130
148290.47,2131
116338.77,2132
127004.93,2133
127584.75,2134
98894.95,2135
77644.25,2136
111930.79,2137
135872.94,2138
154404.5,2139
137354.23,2140
157232.3,2141
125363.51,2142
147846.42,2143
130084.18,2144
131715.98,2145
158543.84,2146
145027.08,2147
125316.07,2148
148385.27,2149
218533.61,2150
107307.914,2151
170627.08,2152
182689.36,2153
115270.91,2154
140222.31,2155
277336.28,2156
227146.56,2157
239978.17,2158
212647.27,2159
163379.98,2160
229469.06,2161
360322.34,2162
354224.4,2163
240716.2,2164
187180.4,2165
143787.05,2166
223824.67,2167
205764.73,2168
198747.67,2169
225877.55,2170
158838.12,2171
140096.8,2172
162053.6,2173
230800.3,2174
278435.84,2175
327123.34,2176
241969.56,2177
202986.81,2178
140778.89,2179
221712.8,2180
184331.25,2181
213169.6,2182
181978.08,2183
123642.7,2184
131615.61,2185
143581.03,2186
155494.14,2187
156080.34,2188
192598.25,2189
92427.1,2190
82390.7,2191
95105.836,2192
101904.47,2193
109493.484,2194
112792.02,2195
113314.17,2196
109671.65,2197
160681.67,2198
176376.53,2199
140560.89,2200
132505.83,2201
223888.84,2202
145646.6,2203
194677.31,2204
103050.02,2205
138818.4,2206
203271.3,2207
234849.56,2208
221642.78,2209
120080.13,2210
111553.79,2211
109183.47,2212
109770.59,2213
144780.36,2214
112380.0,2215
155434.75,2216
106601.945,2217
60458.906,2218
73460.23,2219
43860.062,2220
344805.2,2221
261784.47,2222
292591.34,2223
209124.81,2224
133287.69,2225
184532.22,2226
201656.55,2227
263472.62,2228
226128.34,2229
162553.61,2230
209062.61,2231
175700.14,2232
162545.08,2233
255190.6,2234
228872.03,2235
288941.22,2236
353578.28,2237
198543.22,2238
100693.05,2239
162827.47,2240
146651.38,2241
128180.24,2242
129180.21,2243
105440.95,2244
108622.04,2245
146216.34,2246
106779.58,2247
122553.8,2248
123065.13,2249
132784.03,2250
118795.57,2251
162543.27,2252
164102.28,2253
182601.52,2254
199973.95,2255
192800.36,2256
209256.77,2257
170731.73,2258
180762.1,2259
149746.25,2260
174735.88,2261
212216.69,2262
348403.0,2263
423086.16,2264
153303.92,2265
303884.9,2266
397068.12,2267
405048.62,2268
144743.45,2269
180146.48,2270
224844.6,2271
190930.08,2272
162930.08,2273
170095.92,2274
171941.08,2275
190876.14,2276
186103.38,2277
147331.97,2278
128352.625,2279
115988.94,2280
165816.31,2281
189507.75,2282
105764.44,2283
115478.76,2284
143233.77,2285
119848.03,2286
358667.3,2287
272373.7,2288
391044.2,2289
437257.78,2290
318505.0,2291
418472.97,2292
445134.56,2293
431226.66,2294
443392.84,2295
282788.3,2296
307938.56,2297
310442.38,2298
394725.03,2299
329064.53,2300
271463.53,2301
254511.14,2302
247349.56,2303
247542.8,2304
190350.92,2305
180404.27,2306
188048.34,2307
223753.23,2308
292900.5,2309
220858.2,2310
192948.88,2311
171729.17,2312
170779.67,2313
175695.47,2314
176838.25,2315
178676.48,2316
185842.27,2317
176679.16,2318
172557.5,2319
198518.38,2320
229591.8,2321
168272.6,2322
182467.42,2323
173073.73,2324
206527.25,2325
168873.3,2326
205450.06,2327
225770.12,2328
184177.61,2329
183535.56,2330
349522.16,2331
402565.94,2332
305967.5,2333
252736.17,2334
252559.7,2335
319243.2,2336
229421.7,2337
278677.84,2338
210208.86,2339
395862.34,2340
216835.0,2341
231088.4,2342
221398.27,2343
218221.0,2344
239540.27,2345
209883.58,2346
202279.2,2347
226434.28,2348
170341.28,2349
285842.7,2350
260276.73,2351
233326.39,2352
226748.17,2353
131240.27,2354
139351.81,2355
154261.66,2356
191061.36,2357
198052.08,2358
126497.45,2359
113261.516,2360
138723.36,2361
279073.62,2362
138442.17,2363
158497.27,2364
235479.36,2365
191628.56,2366
234582.89,2367
211839.03,2368
216801.45,2369
169789.56,2370
172640.73,2371
190784.98,2372
277433.9,2373
325072.06,2374
260054.95,2375
304008.22,2376
414522.66,2377
136200.64,2378
205879.17,2379
140118.03,2380
156527.34,2381
192450.23,2382
184906.34,2383
237461.48,2384
161003.55,2385
138084.69,2386
137993.62,2387
103662.41,2388
123799.664,2389
152484.5,2390
147820.95,2391
115589.82,2392
172739.95,2393
145012.77,2394
220936.69,2395
141471.48,2396
216476.14,2397
128605.695,2398
56652.746,2399
53124.69,2400
106344.51,2401
133663.97,2402
135892.33,2403
155445.31,2404
154242.97,2405
138287.77,2406
122847.53,2407
141039.11,2408
124413.62,2409
174215.98,2410
114535.94,2411
157957.23,2412
131492.98,2413
137153.5,2414
131338.16,2415
127563.43,2416
134515.92,2417
129615.91,2418
122200.01,2419
125126.41,2420
162667.31,2421
102970.94,2422
95925.17,2423
154171.19,2424
205876.27,2425
130029.05,2426
132041.36,2427
188908.7,2428
113077.3,2429
129104.57,2430
109665.34,2431
145369.5,2432
151881.17,2433
143384.81,2434
157822.84,2435
116320.586,2436
105542.695,2437
126696.05,2438
104137.63,2439
118945.37,2440
91652.73,2441
84428.086,2442
122644.89,2443
121721.85,2444
82786.71,2445
119066.89,2446
175703.72,2447
139430.72,2448
105094.39,2449
142951.73,2450
133164.58,2451
210797.08,2452
95864.12,2453
137269.9,2454
117742.3,2455
144110.11,2456
128473.39,2457
127804.72,2458
108464.92,2459
129847.45,2460
120494.32,2461
137506.38,2462
128985.34,2463
176290.31,2464
128659.14,2465
107474.82,2466
143725.95,2467
81705.74,2468
63981.996,2469
182601.44,2470
213623.64,2471
151443.55,2472
120715.98,2473
91824.56,2474
232977.88,2475
115187.71,2476
130978.91,2477
151726.69,2478
92781.25,2479
157040.58,2480
119127.375,2481
126254.64,2482
110074.06,2483
122184.12,2484
120345.41,2485
163892.58,2486
174660.03,2487
158492.83,2488
141008.06,2489
156108.55,2490
95197.59,2491
178729.69,2492
140982.89,2493
147611.31,2494
77918.1,2495
246461.67,2496
147569.48,2497
104982.57,2498
99971.59,2499
123378.15,2500
139198.75,2501
145746.61,2502
90742.93,2503
165931.53,2504
216905.62,2505
235024.66,2506
297597.4,2507
235818.25,2508
209614.88,2509
215576.88,2510
170587.03,2511
190680.7,2512
210633.84,2513
244753.44,2514
155682.45,2515
164084.45,2516
141556.33,2517
160259.23,2518
220715.5,2519
206783.58,2520
189389.3,2521
229278.88,2522
120129.875,2523
144705.94,2524
149333.97,2525
142961.58,2526
117872.336,2527
127954.26,2528
131720.3,2529
125279.89,2530
246925.1,2531
222210.94,2532
190879.22,2533
217069.48,2534
310399.4,2535
231795.95,2536
234560.83,2537
174057.48,2538
190350.17,2539
176894.89,2540
176706.03,2541
162463.98,2542
131631.6,2543
131895.92,2544
137076.27,2545
126828.984,2546
141740.22,2547
160630.3,2548
153952.25,2549
260249.3,2550
143765.78,2551
134990.03,2552
80707.13,2553
106941.26,2554
119819.625,2555
101262.74,2556
112130.52,2557
164339.11,2558
132105.27,2559
140426.3,2560
138044.06,2561
137125.7,2562
144537.98,2563
197487.81,2564
149567.72,2565
150667.27,2566
119753.195,2567
192600.33,2568
198781.47,2569
121430.96,2570
164096.14,2571
157263.44,2572
225479.22,2573
244441.0,2574
135187.66,2575
114440.17,2576
160928.73,2577
72502.43,2578
58945.01,2579
102773.99,2580
106684.63,2581
99464.66,2582
277940.72,2583
161497.17,2584
171965.89,2585
206526.14,2586
197585.55,2587
158321.45,2588
151203.38,2589
221928.69,2590
210159.61,2591
206819.69,2592
258643.14,2593
171259.03,2594
194817.4,2595
330316.16,2596
185500.95,2597
287788.44,2598
296263.88,2599
188123.56,2600
154175.55,2601
77963.33,2602
102555.97,2603
89084.01,2604
75950.16,2605
148490.08,2606
189417.36,2607
200260.92,2608
171109.19,2609
117375.37,2610
138358.4,2611
155253.72,2612
137571.02,2613
129626.055,2614
153840.64,2615
141027.3,2616
190437.47,2617
188181.52,2618
189737.31,2619
187141.84,2620
179782.72,2621
183713.42,2622
241168.88,2623
304281.9,2624
334537.16,2625
165299.55,2626
166335.48,2627
479162.97,2628
527290.7,2629
375968.66,2630
474303.28,2631
450928.12,2632
327486.53,2633
398700.3,2634
153562.23,2635
179716.7,2636
183103.72,2637
273348.88,2638
203918.67,2639
148836.31,2640
105036.43,2641
192156.39,2642
103068.664,2643
129266.83,2644
102699.22,2645
93319.97,2646
107621.086,2647
137503.03,2648
150711.12,2649
151947.64,2650
138693.78,2651
414787.44,2652
231147.78,2653
242083.88,2654
393814.8,2655
314298.4,2656
338065.66,2657
299300.9,2658
313566.12,2659
357941.12,2660
338558.88,2661
348222.22,2662
269287.78,2663
277631.12,2664
329476.94,2665
291505.94,2666
164084.62,2667
181810.6,2668
176094.89,2669
283675.4,2670
185390.36,2671
193681.75,2672
215402.0,2673
214453.48,2674
164058.61,2675
186235.03,2676
204637.03,2677
264677.97,2678
269318.44,2679
280667.66,2680
422542.0,2681
353952.78,2682
597542.2,2683
312645.5,2684
367086.28,2685
239508.8,2686
333295.53,2687
222305.31,2688
203119.62,2689
454275.12,2690
186046.1,2691
123618.08,2692
193088.06,2693
128846.39,2694
193084.94,2695
182841.81,2696
191964.84,2697
200050.2,2698
172310.64,2699
146446.19,2700
156002.95,2701
103820.984,2702
154014.3,2703
142513.9,2704
113490.76,2705
117684.71,2706
126448.6,2707
131385.3,2708
114034.49,2709
125034.64,2710
330684.78,2711
381378.12,2712
153038.02,2713
150355.73,2714
167881.23,2715
146470.2,2716
183051.0,2717
233901.08,2718
152027.06,2719
169351.17,2720
138857.92,2721
166945.28,2722
145929.12,2723
129233.55,2724
136434.66,2725
147482.92,2726
191285.22,2727
162570.4,2728
154575.52,2729
145090.28,2730
132689.08,2731
121977.53,2732
152660.28,2733
161723.1,2734
135330.23,2735
135352.81,2736
120435.69,2737
124795.99,2738
163807.16,2739
127392.1,2740
154899.61,2741
147852.31,2742
149077.08,2743
149082.42,2744
142428.02,2745
136931.83,2746
146878.5,2747
136734.42,2748
123020.29,2749
140332.92,2750
129102.45,2751
216672.7,2752
158223.81,2753
235826.39,2754
123134.266,2755
95228.01,2756
61982.59,2757
82356.1,2758
165188.0,2759
126322.57,2760
145758.33,2761
144404.69,2762
188524.44,2763
160042.86,2764
311827.7,2765
131684.97,2766
86517.02,2767
135268.72,2768
130992.6,2769
148930.22,2770
105007.3,2771
114299.04,2772
158257.39,2773
138796.81,2774
125359.1,2775
129247.17,2776
147603.08,2777
115281.734,2778
119902.0,2779
101821.57,2780
96804.14,2781
88723.44,2782
108710.516,2783
123402.88,2784
135246.64,2785
70215.78,2786
121644.88,2787
77386.25,2788
226033.28,2789
111545.75,2790
113126.24,2791
44408.645,2792
194039.95,2793
115540.91,2794
127244.05,2795
102143.36,2796
219296.48,2797
116921.66,2798
127225.4,2799
62135.13,2800
105534.59,2801
134196.92,2802
172770.72,2803
154817.95,2804
109156.37,2805
68914.72,2806
167647.86,2807
154769.69,2808
142201.8,2809
135937.89,2810
150906.31,2811
153989.34,2812
176628.02,2813
167133.47,2814
93495.09,2815
245933.98,2816
153934.47,2817
135275.08,2818
174284.75,2819
141028.55,2820
113625.88,2821
192766.39,2822
262234.22,2823
197920.16,2824
173639.7,2825
132105.62,2826
132707.44,2827
207560.78,2828
201917.56,2829
225650.25,2830
167712.08,2831
231657.86,2832
297762.4,2833
202473.9,2834
205347.47,2835
188700.14,2836
151638.52,2837
148908.64,2838
179917.61,2839
209714.16,2840
206477.27,2841
223701.4,2842
157277.17,2843
162064.3,2844
118886.664,2845
207135.38,2846
200803.53,2847
225469.77,2848
200414.5,2849
274708.66,2850
224656.53,2851
231614.42,2852
239923.69,2853
138092.36,2854
204294.77,2855
197506.36,2856
182803.55,2857
216778.73,2858
123006.93,2859
122636.15,2860
131219.03,2861
185053.22,2862
126195.83,2863
251990.62,2864
138870.53,2865
134455.69,2866
91411.664,2867
97359.4,2868
104858.57,2869
114660.07,2870
85569.41,2871
46885.48,2872
105276.125,2873
135782.5,2874
120599.08,2875
174335.83,2876
145633.14,2877
167513.88,2878
141608.23,2879
98662.66,2880
157356.23,2881
181972.45,2882
176396.0,2883
181405.69,2884
191954.95,2885
238106.77,2886
93634.09,2887
132779.3,2888
55971.934,2889
82417.555,2890
134979.62,2891
31707.309,2892
93598.87,2893
55939.234,2894
323462.78,2895
295608.34,2896
208543.62,2897
133997.05,2898
218988.67,2899
150730.61,2900
213766.6,2901
191764.92,2902
354432.5,2903
344485.25,2904
95007.664,2905
211809.58,2906
116976.05,2907
130910.55,2908
146451.2,2909
77196.52,2910
75404.67,2911
151420.25,2912
87324.83,2913
69070.625,2914
75599.414,2915
78360.88,2916
181291.61,2917
117402.6,2918
229654.27,2919
